"","text","date","time","textfre","score","result","name"
"1294","fauci says he didnt give permission to be used in trump campaign ad via ",2020-10-12,"23:59:56","fauci says didnt give permission used campaign ad via ",1,"postive","trump"
"1295","trump says they are taking back this country and they are going to keep winning winning and winning ",2020-10-12,"23:59:48"," says taking back country going keep winning winning winning ",3,"postive","trump"
"1296","nyt election live updates trump campaigns in florida as fauci warns resuming rallies is asking for trouble ",2020-10-12,"23:59:18","nyt election live updates campaigns florida fauci warns resuming rallies asking trouble ",-2,"negative","trump"
"1297","trump says they will impart patriotic education to school kids we will teach our children to love our country ",2020-10-12,"23:57:52"," says will impart patriotic education school kids will teach children love country ",4,"postive","trump"
"1298","in a nation thats so decided right now we need some racial unity voting biden or trump will not end this hell t ",2020-10-12,"23:57:14"," nation thats decided right now need racial unity voting will end hell t ",-1,"negative","trump"
"1299","rating change president new environmentals evvote regeconomy moves pennsylvania in trumps favor from lean ",2020-10-12,"23:56:50","rating change president new environmentals evvote regeconomy moves pennsylvania favor lean ",3,"postive","trump"
"1300","reports gop white house and trumps campaign think they will lose the wh amp the senate v ",2020-10-12,"23:54:54","reports gop white house campaign think will lose wh amp senate v ",0,"neutral","trump"
"1301","trump says biden wants to overturn his ban on travel from jihadist regions ",2020-10-12,"23:54:23"," says wants overturn ban travel jihadist regions ",-2,"negative","trump"
"1302","rating change president new environmentals evvote regeconomy combined with polling moves minnesota in trump ",2020-10-12,"23:53:56","rating change president new environmentals evvote regeconomy combined polling moves minnesota ",1,"postive","trump"
"1303","trump will test negative for everything come ",2020-10-12,"23:53:19"," will test negative everything come ",-1,"negative","trump"
"1304","i keep hearing conservative friends touting that one of the few reasons they are voting trump is for about wo ",2020-10-12,"23:52:13"," keep hearing conservative friends touting one reasons voting wo ",-3,"negative","trump"
"1305","trump and amy coney barrett may have made an illegal agreement ",2020-10-12,"23:51:28"," amy coney barrett may made illegal agreement ",0,"neutral","trump"
"1306","my opponent wants to give everything away to cuba nicaragua and venezuela trump ",2020-10-12,"23:51:21"," opponent wants give everything away cuba nicaragua venezuela ",-1,"negative","trump"
"1307","michigan trump vs biden michigan senate petersdem inc vs jamesrep yougov lv my analysis ",2020-10-12,"23:51:16","michigan vs michigan senate petersdem inc vs jamesrep yougov lv analysis ",0,"neutral","trump"
"1308","wisconsin trump vs biden baldwin wallace university lv my analysis post ",2020-10-12,"23:51:03","wisconsin vs baldwin wallace university lv analysis post ",1,"postive","trump"
"1309","michigan trump vs biden michigan senate petersdem inc vs jamesrep baldwin wallace university ",2020-10-12,"23:50:29","michigan vs michigan senate petersdem inc vs jamesrep baldwin wallace university ",1,"postive","trump"
"1310","florida is trump territory and we plan to keep it that way ",2020-10-12,"23:50:20","florida territory plan keep way ",0,"neutral","trump"
"1311","pennsylvania trump vs biden baldwin wallace lv my analysis post ",2020-10-12,"23:50:12","pennsylvania vs baldwin wallace lv analysis post ",0,"neutral","trump"
"1312","ohio trump vs biden baldwin wallce university lv my analysis post ",2020-10-12,"23:50:00","ohio vs baldwin wallce university lv analysis post ",1,"postive","trump"
"1313","nevada trump vs biden yougov lv my analysis post ",2020-10-12,"23:49:46","nevada vs yougov lv analysis post ",0,"neutral","trump"
"1314","wisconsin trump vs biden nytsiena lv my analysis post ",2020-10-12,"23:49:22","wisconsin vs nytsiena lv analysis post ",0,"neutral","trump"
"1315","michigan trump vs biden michigan senate petersdem inc vs jamesrep nytsiena lv my analys ",2020-10-12,"23:49:08","michigan vs michigan senate petersdem inc vs jamesrep nytsiena lv analys ",0,"neutral","trump"
"1316","video huge crowd turns out to greet president trump at orlando sanford international airport florida ",2020-10-12,"23:48:50","video huge crowd turns greet president orlando sanford international airport florida ",3,"postive","trump"
"1317","trump now touting his achievements such as the kiling of qassim soleimani ",2020-10-12,"23:48:03"," now touting achievements kiling qassim soleimani ",0,"neutral","trump"
"1318","iowa trump vs biden iowa senate ernstrep inc vs greenfielddem yougov lv my analysis pos ",2020-10-12,"23:47:59","iowa vs iowa senate ernstrep inc vs greenfielddem yougov lv analysis pos ",0,"neutral","trump"
"1319","the russians amp taliban endorse trump for president let that really sink in when you vote this year ",2020-10-12,"23:47:41"," russians amp taliban endorse president let really sink vote year ",1,"postive","trump"
"1320","pennsylvania trump vs biden whitman insight strategies lv my analysis post ",2020-10-12,"23:46:03","pennsylvania vs whitman insight strategies lv analysis post ",0,"neutral","trump"
"1321","idiottrump campaign blames biden lead on skewed polls via ",2020-10-12,"23:45:38","idiottrump campaign blames lead skewed polls via ",-1,"negative","trump"
"1322"," appears to have used russia to rig the election trump apparently not so subtly rigs the vote by ",2020-10-12,"23:45:08"," appears used russia rig election apparently subtly rigs vote ",0,"neutral","trump"
"1323","fact check on trump claim joe biden does not support open borders ",2020-10-12,"23:45:06","fact check claim support open borders ",0,"neutral","trump"
"1324","president trump reads from teleprompter as he continues his verbal assault on reality in at ",2020-10-12,"23:43:56","president reads teleprompter continues verbal assault reality ",0,"neutral","trump"
"1325","did trump order a whitewash to his campaign i havent seen it as pigmentally challenged since i fled s idaho and ",2020-10-12,"23:43:54"," order whitewash campaign havent seen pigmentally challenged since fled s idaho ",-2,"negative","trump"
"1326"," trump is winning hearts biden is harvesting ballots thats clearly visible on this ",2020-10-12,"23:43:02"," winning hearts harvesting ballots thats clearly visible ",2,"postive","trump"
"1327","biden says trump panicked in face of pandemic threat via ",2020-10-12,"23:42:43"," says panicked face pandemic threat via ",-3,"negative","trump"
"1328","trump claims biden wants open borders if theyre immigrants murderers rapists thugs bringing disease they ",2020-10-12,"23:40:50"," claims wants open borders theyre immigrants murderers rapists thugs bringing disease ",-3,"negative","trump"
"1329","i keep reading how is crushing in the polls but wasnt crushing trump in the polls in ",2020-10-12,"23:39:15"," keep reading crushing polls wasnt crushing polls ",-1,"negative","trump"
"1330","trump says china is a developing country if theyre developing country then were a developing country ",2020-10-12,"23:38:20"," says china developing country theyre developing country developing country ",0,"neutral","trump"
"1331","on his recent covid diagnosis trump claims theyre saying im immune i feel so powerful i could walk into the a ",2020-10-12,"23:37:28"," recent covid diagnosis claims theyre saying im immune feel powerful walk ",1,"postive","trump"
"1332","oh my god i will votefor donald trump is a fever in ",2020-10-12,"23:36:11","oh god will votefor fever ",0,"neutral","trump"
"1333","pres trump keeps turning away from the mic to speak his sentences are trailing off ",2020-10-12,"23:35:04","pres keeps turning away mic speak sentences trailing ",-1,"negative","trump"
"1334","state of the race in washington as of polling average biden from yesterday trump ",2020-10-12,"23:34:55","state race washington polling average yesterday ",0,"neutral","trump"
"1335"," trump is winning hearts biden is harvesting ballots thats clearly visible on this sim ",2020-10-12,"23:34:04"," winning hearts harvesting ballots thats clearly visible sim ",2,"postive","trump"
"1336"," eric trump cancels event at michigan gun shop after former employee is linked to terror plot against the michigan ",2020-10-12,"23:32:56"," eric cancels event michigan gun shop former employee linked terror plot michigan ",-4,"negative","trump"
"1337"," not a normal election the ethical meaning of a vote for donald trump ",2020-10-12,"23:32:35"," normal election ethical meaning vote ",0,"neutral","trump"
"1338","election with days until slammed pres trump in ohio as polls show a tight race ",2020-10-12,"23:31:21","election days slammed pres ohio polls show tight race ",-1,"negative","trump"
"1339","recent polls suggest a trump win by ",2020-10-12,"23:29:53","recent polls suggest win ",1,"postive","trump"
"1340","trump lists the endorsements hes got from law enforcement organisations says biden couldnt name a single organis ",2020-10-12,"23:29:48"," lists endorsements hes got law enforcement organisations says couldnt name single organis ",-1,"negative","trump"
"1341","the commission on presidential debates is a disgracedoes trump look sick the cancelling of the debate was h ",2020-10-12,"23:29:47"," commission presidential debates disgracedoes look sick cancelling debate h ",-1,"negative","trump"
"1342","donald trump says covid will run its course as he prepares to return to campaign trail ",2020-10-12,"23:29:44"," says covid will run course prepares return campaign trail ",0,"neutral","trump"
"1343","trump now sharpens his attack on bidens stance on fracking ",2020-10-12,"23:28:16"," now sharpens attack bidens stance fracking ",-1,"negative","trump"
"1344","go to trumps youtube channel now for his rally uninterrupted ",2020-10-12,"23:28:03","go youtube channel now rally uninterrupted ",0,"neutral","trump"
"1345","new speaking to a group of autoworkers in ohio slammed president trump for letting down american worker ",2020-10-12,"23:26:59","new speaking group autoworkers ohio slammed president letting american worker ",1,"postive","trump"
"1346","trump says biden destroyed the pharmaceutical industry in puerto rico and then says you better vote for me puer ",2020-10-12,"23:26:32"," says destroyed pharmaceutical industry puerto rico says better vote puer ",0,"neutral","trump"
"1347","many maskless in crowd and no social distancing at trump rally ",2020-10-12,"23:25:30","many maskless crowd social distancing rally ",0,"neutral","trump"
"1348","if trump loses and wont leave how many of these law and order cheerleaders will obey the law you know the consti ",2020-10-12,"23:24:57"," loses wont leave many law order cheerleaders will obey law know consti ",-2,"negative","trump"
"1349","everyone in the msm was so excited for trump to not seem normal tonightyet hes arguably having his best rally ",2020-10-12,"23:22:35","everyone msm excited seem normal tonightyet hes arguably best rally ",0,"neutral","trump"
"1350","fauci today on if trump campaign puts him in another ad without his permission that would be outrageous if they d ",2020-10-12,"23:22:13","fauci today campaign puts another ad without permission outrageous d ",0,"neutral","trump"
"1351","trump touts herd immunity approach to covid that experts warn would kill millions of people ",2020-10-12,"23:22:12"," touts herd immunity approach covid experts warn kill millions people ",-3,"negative","trump"
"1352","trump calling his and the republican governors response to covid a lovefest is disgusting ",2020-10-12,"23:21:05"," calling republican governors response covid lovefest disgusting ",-1,"negative","trump"
"1353","its chinas fault trump repeats his charge against china on coronavirus fact check most of the uss early ca ",2020-10-12,"23:20:39"," chinas fault repeats charge china coronavirus fact check uss early ca ",-2,"negative","trump"
"1354"," ill just give you a big fat kiss trump says to rally attendees in sanford fl context having had coronavir ",2020-10-12,"23:19:53"," ill just give big fat kiss says rally attendees sanford fl context coronavir ",0,"neutral","trump"
"1355","donald trump ill kiss everyone in the audience ill kiss all the guys and the beautiful women ",2020-10-12,"23:18:31"," ill kiss everyone audience ill kiss guys beautiful women ",1,"postive","trump"
"1356"," why is it that trump and the crowd feel that lying to the american people ",2020-10-12,"23:18:31"," crowd feel lying american people ",-1,"negative","trump"
"1357","trump claims nobody has had an economic recovery like the us fact check several at least countries have reco ",2020-10-12,"23:18:18"," claims nobody economic recovery like us fact check several least countries reco ",0,"neutral","trump"
"1358"," day poll do you believe that president donald trump will win the presidential in a ",2020-10-12,"23:16:40"," day poll believe president will win presidential ",2,"postive","trump"
"1359","next year is going to be the best year weve had economically trump ",2020-10-12,"23:14:29","next year going best year weve economically ",1,"postive","trump"
"1360","quite a trump rally in sanford florida for ",2020-10-12,"23:14:03","quite rally sanford florida ",0,"neutral","trump"
"1361","this amp trump rally soon to be ",2020-10-12,"23:13:17"," amp rally soon ",0,"neutral","trump"
"1362","were not gonna let them radical left cancel culture us trump ",2020-10-12,"23:11:54"," gonna let radical left cancel culture us ",1,"postive","trump"
"1363","new ad exposes bald trump without makeup via ",2020-10-12,"23:11:51","new ad exposes bald without makeup via ",0,"neutral","trump"
"1364","trump says biden wants to pack the supreme court and put superlefties on it ",2020-10-12,"23:10:11"," says wants pack supreme court put superlefties ",1,"postive","trump"
"1365","they want a friendly transfer of power for four years theyve wanted to get us out of office trump ",2020-10-12,"23:08:40"," want friendly transfer power four years theyve wanted get us office ",2,"postive","trump"
"1366","were beating china they told me that they never though it would happen trump says ",2020-10-12,"23:07:47"," beating china told never though happen says ",-1,"negative","trump"
"1367"," trump walked out to memory from cats looks like we finally got to see the asshole edit ",2020-10-12,"23:06:22"," walked memory cats looks like finally got see asshole edit ",1,"postive","trump"
"1368","trump walked out to memory from cats looks like we finally got to see the asshole edit ",2020-10-12,"23:05:16"," walked memory cats looks like finally got see asshole edit ",1,"postive","trump"
"1369"," trump walked out to memory from cats looks like we finally got to see the asshole edit ",2020-10-12,"23:05:11"," walked memory cats looks like finally got see asshole edit ",1,"postive","trump"
"1370","state of the race in virginia as of polling average biden from yesterday trump ",2020-10-12,"23:04:40","state race virginia polling average yesterday ",0,"neutral","trump"
"1371","were winning florida says trump usa today average of averages has him down by points in florida to joe bide ",2020-10-12,"23:04:29"," winning florida says usa today average averages points florida bide ",0,"neutral","trump"
"1372","trump refers to xi jinping vladimir putin and kim jong un says theyre sharp and we have someone biden ",2020-10-12,"23:03:03"," refers xi jinping vladimir putin kim jong un says theyre sharp someone ",1,"postive","trump"
"1373","sleepy joe biden is not a nice guy by the way says trump ",2020-10-12,"23:01:22","sleepy nice guy way says ",0,"neutral","trump"
"1374","we will take whatever the hell they gave me to cure covid and give it to the american people trump ",2020-10-12,"23:00:46"," will take whatever hell gave cure covid give american people ",0,"neutral","trump"
"1375"," nice of them to have installed a trumpfriendly door so poor ol fella has fewer ste ",2020-10-12,"22:59:57"," nice installed trumpfriendly door poor ol fella fewer ste ",0,"neutral","trump"
"1376","president trump walks on to the stage tossing masks into the crowd starts by taking a jibe at joe biden calling ",2020-10-12,"22:59:54","president walks stage tossing masks crowd starts taking jibe calling ",1,"postive","trump"
"1377","trump mocks debate host steve scully over twitter hack claim ",2020-10-12,"22:59:54"," mocks debate host steve scully twitter hack claim ",-1,"negative","trump"
"1378","i will be live tweeting president trumps rally in sandford florida this is the first time hes held an event out ",2020-10-12,"22:59:02"," will live tweeting president rally sandford florida first time hes held event ",1,"postive","trump"
"1379"," bad look trump ",2020-10-12,"22:56:26"," bad look ",-1,"negative","trump"
"1380","trump is a disaster this election is important so make a plan and vote many states have early voting mine does ",2020-10-13,"23:59:19"," disaster election important make plan vote many states early voting mine ",0,"neutral","trump"
"1381","donald trump and continue their kill our own voters tour tonight in ",2020-10-13,"23:58:05"," continue kill voters tour tonight ",0,"neutral","trump"
"1382","we crunched the numbers pres trumps plan could increase the debt from billion to trillio ",2020-10-13,"23:55:54"," crunched numbers pres plan increase debt billion trillio ",1,"postive","trump"
"1383","friendly reminder that trumps hatred for mail in voting is ableist many people with disabilities have used this m ",2020-10-13,"23:55:19","friendly reminder hatred mail voting ableist many people disabilities used m ",0,"neutral","trump"
"1384","jdlandis and trump because he stays out of prison and can start his dictatorship without further obstacle ",2020-10-13,"23:54:46","jdlandis stays prison can start dictatorship without obstacle ",-3,"negative","trump"
"1385","trump is touting coal mining work as american dream news for trump no coal miners want their children to work in ",2020-10-13,"23:54:37"," touting coal mining work american dream news coal miners want children work ",-1,"negative","trump"
"1386","like compare americas offered by versus trump vital we move ou ",2020-10-13,"23:53:57","like compare americas offered versus vital move ou ",1,"postive","trump"
"1387","trump waste of his time at rallies insulting opponents what kind man is this omg ",2020-10-13,"23:51:26"," waste time rallies insulting opponents kind man omg ",-1,"negative","trump"
"1388","macho man again seriously what is trump thinking ",2020-10-13,"23:50:56","macho man seriously thinking ",0,"neutral","trump"
"1389","trump lawyers return to supreme court to fight financial records subpoena ",2020-10-13,"23:47:55"," lawyers return supreme court fight financial records subpoena ",-1,"negative","trump"
"1390","noticing trumps using a mini plane tonight less stairs ",2020-10-13,"23:47:52","noticing using mini plane tonight less stairs ",-1,"negative","trump"
"1391","yo lets make this viral pull up to the ocala fl trump rally on friday ",2020-10-13,"23:47:15","yo lets make viral pull ocala fl rally friday ",1,"postive","trump"
"1392","research contradicts president donald trumps claim of problems in election truth ",2020-10-13,"23:42:13","research contradicts president claim problems election truth ",1,"postive","trump"
"1393","the exposure of the has raised numerous questions over trumps connections to farright militias acro ",2020-10-13,"23:40:28"," exposure raised numerous questions connections farright militias acro ",1,"postive","trump"
"1394","i absolutely despise trump however clintons new leaked emails reveal a plot against the middle east and egypt du ",2020-10-13,"23:39:54"," absolutely despise however clintons new leaked emails reveal plot middle east egypt du ",-2,"negative","trump"
"1395","breaking the us supreme court wont review democrats emoluments case against trump lower court ruled congress ",2020-10-13,"23:39:03","breaking us supreme court wont review democrats emoluments case lower court ruled congress ",-2,"negative","trump"
"1396"," how can anyone say a close election incredible audience in pennsylvania for trump at treepers ",2020-10-13,"23:37:49"," can anyone say close election incredible audience pennsylvania treepers ",1,"postive","trump"
"1397","if trump made that campaign video the soundtrack would be streets of philadelpiha ",2020-10-13,"23:37:39"," made campaign video soundtrack streets philadelpiha ",0,"neutral","trump"
"1398","trump campaign advisor steve cortes says wouldnt be surprised if campaign puts out more ads using dr fauci f ",2020-10-13,"23:36:01"," campaign advisor steve cortes says wouldnt surprised campaign puts ads using dr fauci f ",1,"postive","trump"
"1399","state of the race in massachusetts as of polling average biden from yesterday trump ",2020-10-13,"23:34:41","state race massachusetts polling average yesterday ",0,"neutral","trump"
"1400","russia dismisses trump administration efforts to secure nuclear arms deal before election ",2020-10-13,"23:32:09","russia dismisses administration efforts secure nuclear arms deal election ",1,"postive","trump"
"1401"," trump told americans why he chose stealing overturning aca and roe ",2020-10-13,"23:30:02"," told americans chose stealing overturning aca roe ",-1,"negative","trump"
"1402","vote for trump we agree socialist democrats are up to their usual nefarious shenanigans ",2020-10-13,"23:28:56","vote agree socialist democrats usual nefarious shenanigans ",0,"neutral","trump"
"1403"," dems are doing all they can to get out the vote gop ie trump cult is doing all it ",2020-10-13,"23:27:23"," dems can get vote gop ie cult ",-1,"negative","trump"
"1404","people are saying theyve never seen a more beautiful video huge ratings stay tuned tomorrow when trump gives abe ",2020-10-13,"23:27:19","people saying theyve never seen beautiful video huge ratings stay tuned tomorrow gives abe ",0,"neutral","trump"
"1405","vote for trump we agree socialist democrats are up to their usual nefarious shenanigans ",2020-10-13,"23:24:06","vote agree socialist democrats usual nefarious shenanigans ",0,"neutral","trump"
"1406","our strategy including sarscov second wave probability of a contested trump victory s ",2020-10-13,"23:22:47"," strategy including sarscov second wave probability contested victory s ",2,"postive","trump"
"1407","hold the fucking phone trump wears cuban heels ",2020-10-13,"23:22:20","hold fucking phone wears cuban heels ",-1,"negative","trump"
"1408","watch now trump on stage soon dont miss it ",2020-10-13,"23:21:12","watch now stage soon dont miss ",-1,"negative","trump"
"1409","if biden is competitive with trump among white voters across the country this is a realistic map we should stop pr ",2020-10-13,"23:19:37"," competitive among white voters across country realistic map stop pr ",1,"postive","trump"
"1410","the guardian view on north koreas missiles trump and proliferation editorial ",2020-10-13,"23:19:32"," guardian view north koreas missiles proliferation editorial ",1,"postive","trump"
"1411","vote for trump we agree socialist democrats are up to their usual nefarious shenanigans ",2020-10-13,"23:18:38","vote agree socialist democrats usual nefarious shenanigans ",0,"neutral","trump"
"1412"," president trump will give you a better plan with lower costs dont believe the democrat lies ",2020-10-13,"23:18:38"," president will give better plan lower costs dont believe democrat lies ",0,"neutral","trump"
"1413","vote for trump we agree socialist democrats are up to their usual nefarious shenanigans ",2020-10-13,"23:17:49","vote agree socialist democrats usual nefarious shenanigans ",0,"neutral","trump"
"1414","just waiting for my trumppence shirt going to the early voting poll place on my day off when it starts ",2020-10-13,"23:17:37","just waiting trumppence shirt going early voting poll place day starts ",0,"neutral","trump"
"1415","vote for trump we agree socialist democrats are up to their usual nefarious shenanigans ",2020-10-13,"23:14:01","vote agree socialist democrats usual nefarious shenanigans ",0,"neutral","trump"
"1416","i swear i read trumps johnstown tweet as jonestown ",2020-10-13,"23:11:59"," swear read johnstown tweet jonestown ",0,"neutral","trump"
"1417","good catch bitter dems and never trumpers who cant stand a strong successful conservative woman ",2020-10-13,"23:09:55","good catch bitter dems never trumpers cant stand strong successful conservative woman ",-1,"negative","trump"
"1418","ill kiss the guys and the beautiful women and everybody trump boasts at a sanford campaign rally of ",2020-10-13,"23:09:19","ill kiss guys beautiful women everybody boasts sanford campaign rally ",1,"postive","trump"
"1419","donald trump is stealing the election i repeat donald trump is stealing the election ",2020-10-13,"23:09:00"," stealing election repeat stealing election ",-2,"negative","trump"
"1420"," now i see why trump calls her crazy nancy she will flip on you on a dime if you ask her the questions she ",2020-10-13,"23:08:59"," now see calls crazy nancy will flip dime ask questions ",-2,"negative","trump"
"1421","johnny rotten supports trump says biden is senile ",2020-10-13,"23:07:49","johnny rotten supports says senile ",-1,"negative","trump"
"1422","the choice is clear today you can vote for trump or your country in set a record with k ba ",2020-10-13,"23:05:31"," choice clear today can vote country set record k ba ",2,"postive","trump"
"1423","critics decry another us standard broken supreme court allows trump administration to end census early ",2020-10-13,"23:05:18","critics decry another us standard broken supreme court allows administration end census early ",-2,"negative","trump"
"1424","state of the race in maine as of polling average biden from yesterday trump ",2020-10-13,"23:04:54","state race maine polling average yesterday ",0,"neutral","trump"
"1425","trump might still win and thats on you america electoral college ",2020-10-14,"23:57:25"," might still win thats america electoral college ",1,"postive","trump"
"1426","one hand wave amp trump said hes not a politician ",2020-10-14,"23:57:02","one hand wave amp said hes politician ",0,"neutral","trump"
"1427","trumps town hall reminded my son and i of s ep ",2020-10-14,"23:51:52"," town hall reminded son s ep ",0,"neutral","trump"
"1428","yooooo joe biden just posted this on his instagram in response to trumps post ",2020-10-14,"23:51:36","yooooo just posted instagram response post ",0,"neutral","trump"
"1429","in my latest for trumps taxes provide a window into the presidents soul ",2020-10-14,"23:50:25"," latest taxes provide window presidents soul ",1,"postive","trump"
"1430","we must stop trump and his cult of hate vote ",2020-10-14,"23:47:42"," must stop cult hate vote ",-3,"negative","trump"
"1431","we must stop trump and his cult of hate ",2020-10-14,"23:46:37"," must stop cult hate ",-3,"negative","trump"
"1432","the bidens got rich while america got robbed theres your trump campaign slogan for the final days ",2020-10-14,"23:46:19"," bidens got rich america got robbed theres campaign slogan final days ",0,"neutral","trump"
"1433","fasterbunny trump is trying to dissuade from even beyond ",2020-10-14,"23:45:43","fasterbunny trying dissuade even beyond ",-1,"negative","trump"
"1434"," trump taxes trump debt trump death toll trump racism hunter b irrelevant ",2020-10-14,"23:44:37"," taxes debt death toll racism hunter b irrelevant ",-6,"negative","trump"
"1435","fasterbunny trump followers listen to propaganda fox preparing for lawsuits lying abou ",2020-10-14,"23:41:30","fasterbunny followers listen propaganda fox preparing lawsuits lying abou ",-3,"negative","trump"
"1436"," snorted more cocaine than don trump junior ",2020-10-14,"23:38:55"," snorted cocaine don junior ",1,"postive","trump"
"1437","trump will win in a landslide if the democratic nominee is scared to debate how will he do in any situation like d ",2020-10-14,"23:38:51"," will win landslide democratic nominee scared debate will situation like d ",1,"postive","trump"
"1438","whats this isnt covering trump rally fu ",2020-10-14,"23:38:31","whats isnt covering rally fu ",0,"neutral","trump"
"1439","president trumps campaign and the rnc lost a legal challenge to north carolinas extended deadline for accepting m ",2020-10-14,"23:37:49","president campaign rnc lost legal challenge north carolinas extended deadline accepting m ",1,"postive","trump"
"1440","drove around our neighborhood in florida saw biden signs only trump sign ",2020-10-14,"23:36:26","drove around neighborhood florida saw signs sign ",0,"neutral","trump"
"1441","last exit from autocracy america survived barely one trump term it wouldnt survive a second via ",2020-10-14,"23:36:03","last exit autocracy america survived barely one term wouldnt survive second via ",2,"postive","trump"
"1442","trumps covid rally jordan klepper fingers the pulse the daily socia via ",2020-10-14,"23:34:32"," covid rally jordan klepper fingers pulse daily socia via ",0,"neutral","trump"
"1443","state of the race in pennsylvania as of polling average biden from yesterday trump ",2020-10-14,"23:34:25","state race pennsylvania polling average yesterday ",0,"neutral","trump"
"1444","watch deserves better than donald trump this is todays gop ",2020-10-14,"23:30:21","watch deserves better todays gop ",1,"postive","trump"
"1445","this is why i believe president trump will be reelected according to my analysis undecided states derive ",2020-10-14,"23:24:52"," believe president will reelected according analysis undecided states derive ",0,"neutral","trump"
"1446"," we must remove trumps enablers in the senate make calls and donate what y ",2020-10-14,"23:24:08"," must remove enablers senate make calls donate y ",-2,"negative","trump"
"1447"," we must remove trumps enablers in the senate make calls and donate what y ",2020-10-14,"23:24:08"," must remove enablers senate make calls donate y ",-2,"negative","trump"
"1448"," we must remove trumps enablers in the senate make calls and donate what y ",2020-10-14,"23:24:07"," must remove enablers senate make calls donate y ",-2,"negative","trump"
"1449"," we must remove trumps enablers in the senate make calls and donate what y ",2020-10-14,"23:24:07"," must remove enablers senate make calls donate y ",-2,"negative","trump"
"1450"," we must remove trumps enablers in the senate make calls and donate what y ",2020-10-14,"23:24:07"," must remove enablers senate make calls donate y ",-2,"negative","trump"
"1451"," we must remove trumps enablers in the senate make calls and donate what y ",2020-10-14,"23:24:07"," must remove enablers senate make calls donate y ",-2,"negative","trump"
"1452"," we must remove trumps enablers in the senate make calls and donate what y ",2020-10-14,"23:24:06"," must remove enablers senate make calls donate y ",-2,"negative","trump"
"1453"," we must remove trumps enablers in the senate make calls and donate what y ",2020-10-14,"23:24:06"," must remove enablers senate make calls donate y ",-2,"negative","trump"
"1454"," we must remove trumps enablers in the senate make calls and donate what y ",2020-10-14,"23:24:06"," must remove enablers senate make calls donate y ",-2,"negative","trump"
"1455"," we must remove trumps enablers in the senate make calls and donate what y ",2020-10-14,"23:24:06"," must remove enablers senate make calls donate y ",-2,"negative","trump"
"1456"," we must remove trumps enablers in the senate make calls and donate what y ",2020-10-14,"23:24:05"," must remove enablers senate make calls donate y ",-2,"negative","trump"
"1457"," we must remove trumps enablers in the senate make calls and donate what y ",2020-10-14,"23:24:05"," must remove enablers senate make calls donate y ",-2,"negative","trump"
"1458"," another awesome trump shirt ",2020-10-14,"23:23:20"," another awesome shirt ",1,"postive","trump"
"1459"," but you still use it diligently anyway accept the fact there are rules that even the trumps mus ",2020-10-14,"23:22:47"," still use diligently anyway accept fact rules even mus ",2,"postive","trump"
"1460","trump ",2020-10-14,"23:15:05"," ",0,"neutral","trump"
"1461","white christians continue to favor trump over biden but support has slipped via ",2020-10-14,"23:15:01","white christians continue favor support slipped via ",4,"postive","trump"
"1462"," the voters who are protrump but will not say so during polling are numerous say some analy ",2020-10-14,"23:14:52"," voters protrump will say polling numerous say analy ",0,"neutral","trump"
"1463"," massachusetts republican governor cannot support donald trump for president ",2020-10-14,"23:11:25"," massachusetts republican governor support president ",2,"postive","trump"
"1464","six states that successfully sued usps amp postmaster general asked a judge to name a trumpdejoy critic ",2020-10-14,"23:07:36","six states successfully sued usps amp postmaster general asked judge name trumpdejoy critic ",0,"neutral","trump"
"1465","heard immunity is another word for mass murder donald trump wants to kill off half of america just so he can get r ",2020-10-14,"23:07:18","heard immunity another word mass murder wants kill half america just can get r ",-1,"negative","trump"
"1466","republicans running it up in ozaukee and washington early vote can trump run his margins up to better than romney ",2020-10-14,"23:07:15","republicans running ozaukee washington early vote can run margins better romney ",1,"postive","trump"
"1467","state of the race in oklahoma as of polling average trump from yesterday biden ",2020-10-14,"23:05:00","state race oklahoma polling average yesterday ",0,"neutral","trump"
"1468","this effective endorsement of the plot against whitmer confirms that trump is still plotting an attempt to ignore ",2020-10-15,"23:59:04"," effective endorsement plot whitmer confirms still plotting attempt ignore ",0,"neutral","trump"
"1469","judge throws out trump campaigns pennsylvania lawsuitit was interesting to be on the defense team in this case ",2020-10-15,"23:50:02","judge throws campaigns pennsylvania lawsuitit interesting defense team case ",1,"postive","trump"
"1470","as for now trumps townhall looks like a s ad campaign segment with burst of enthusiasm about bi ",2020-10-15,"23:47:59"," now townhall looks like s ad campaign segment burst enthusiasm bi ",2,"postive","trump"
"1471","this is an honest question is donald trump the most hated human being on the planet right now what ",2020-10-15,"23:47:26"," honest question hated human planet right now ",3,"postive","trump"
"1472","trumps challenge tonight will be too try and figure out how to interrupt biden at bidens town hall ",2020-10-15,"23:45:19"," challenge tonight will try figure interrupt bidens town hall ",-2,"negative","trump"
"1473","my mind is already made up aint no way will i subject my wellbeing and mental peace to listening to trumps lies ",2020-10-15,"23:42:45"," mind already made aint way will subject wellbeing mental peace listening lies ",-1,"negative","trump"
"1474","just curious as to why republicans say when the people reelect trump ummmm the people didnt elect trump ",2020-10-15,"23:40:17","just curious republicans say people reelect ummmm people didnt elect ",2,"postive","trump"
"1475"," is what the kids refer to as punk ass bitch it was trump who ducked on the virtual debate no ",2020-10-15,"23:30:44"," kids refer punk ass bitch ducked virtual debate ",0,"neutral","trump"
